Options:
Model:                           Continuous: Random Walk
Tree File Name:                  posterior.trees
Data File Name:                  features_possession_tense.txt
Log File Name:                   features_possession_tense.dependent.log.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1217808738
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10000000
Burn in:                         1000
MCMC ML Start:                   False
Schedule File:                   features_possession_tense.dependent.log.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
Scale Tree:                      2.273322
Restrictions:
    alpha-1                      None
    alpha-2                      None
Prior Information:
    Priors
        alpha-1 - uniform -100.00 100.00 
        alpha-2 - uniform -100.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       244
     Sites:                      2
Iteration	Lh	Tree No	Alpha 1	Alpha 2	Sigma^2 1 	Sigma^2 2 	R Trait 1 2	
2000	-185.775855	1	0.427103970993	0.636956264765	0.423821651018	0.802206708506	0.117248828106	
3000	-185.191760	1	0.437083095836	0.919440633962	0.423552061928	0.797714461649	0.110914976309	
4000	-185.475863	1	0.390200291458	0.688444496314	0.425381185295	0.797520625160	0.118392422754	
5000	-184.433771	1	0.456811854607	0.843918211879	0.423209658070	0.793833172654	0.113236086306	
6000	-186.933282	1	0.641710918170	0.820553806897	0.432303114112	0.793383670241	0.114126513302	
7000	-185.452644	1	0.364941747089	0.757411878623	0.426959139234	0.793944963549	0.115863780353	
8000	-185.850769	1	0.490033716078	0.978737771494	0.423205063745	0.803361333731	0.114560545569	
9000	-184.564173	1	0.424000401755	0.816568819846	0.423918697259	0.793342441896	0.113178292571	
10000	-184.694133	1	0.515810594652	0.874851210356	0.423695999240	0.794974413597	0.115184766919	
11000	-185.496466	1	0.446506777188	0.649509438372	0.423356931970	0.800905286809	0.115423017510	
12000	-186.768045	1	0.313240199513	0.740181684920	0.431482829062	0.794548416096	0.118044692577	
13000	-184.541984	1	0.517676928052	0.841117718095	0.423748319968	0.793760569083	0.114508287224	
14000	-184.562339	1	0.498249847049	0.868693892885	0.423314630547	0.794697642444	0.114460960958	
15000	-184.363637	1	0.488944357331	0.779924418601	0.423193832648	0.793447428954	0.113460048340	
16000	-185.770568	1	0.351418961345	0.820592265963	0.427974458600	0.793384118449	0.111799750974	
17000	-184.361693	1	0.456383175577	0.778171115983	0.423214407837	0.793474342702	0.113887583627	
18000	-185.414976	1	0.462098559507	0.948060933511	0.423160906134	0.800154493858	0.112244930227	
19000	-185.447234	1	0.368553124580	0.832372460927	0.426708109428	0.793566677198	0.111432702972	
20000	-186.266918	1	0.486085528959	0.607975021711	0.423168028743	0.805602670873	0.111448246528	
21000	-184.857633	1	0.406491593972	0.842162942147	0.424583532963	0.793787070254	0.111958984047	
22000	-184.848304	1	0.397902007351	0.784537338250	0.424982584393	0.793386168036	0.114188451419	
23000	-184.324617	1	0.462031310452	0.807526715356	0.423161412148	0.793287194061	0.113639375023	
24000	-185.020376	1	0.513404311547	0.914395331009	0.423631884562	0.797339551822	0.115805147887	
25000	-184.624426	1	0.531601999236	0.810471160760	0.424210195867	0.793299346864	0.113783691805	
26000	-185.134278	1	0.547670945138	0.892834126758	0.424899897976	0.795923899510	0.116983420660	
27000	-184.373946	1	0.499759917559	0.804522977395	0.423339543866	0.793280606051	0.113675095906	
28000	-185.245204	1	0.551380140753	0.729017556706	0.425082955809	0.795042491165	0.110086692556	
29000	-184.529294	1	0.460534522013	0.737208095704	0.423173435887	0.794672094736	0.114051156233	
30000	-186.927335	1	0.310568857884	0.722335637260	0.431763789972	0.795376977099	0.119652089440	
31000	-188.729574	1	0.254548884803	0.764667983099	0.438724824125	0.793748605583	0.116189641820	
32000	-184.591426	1	0.518971473276	0.851697967080	0.423785941716	0.794061629207	0.114778271244	
33000	-186.424417	1	0.617733682400	0.764428616685	0.429869291648	0.793754536970	0.109681536217	
34000	-185.008436	1	0.394419791614	0.743222014913	0.425158028230	0.794427906820	0.115956408584	
35000	-185.382576	1	0.564480923374	0.894234421383	0.425801118711	0.796006659611	0.117771207017	
36000	-184.528850	1	0.442981436415	0.746988058276	0.423423167668	0.794286967299	0.114521149165	
37000	-184.629192	1	0.422996633068	0.755165118723	0.423951424904	0.794012705601	0.114860925384	
38000	-185.404532	1	0.472231786900	0.949755889477	0.423118268472	0.800315705399	0.113061272754	
39000	-185.511846	1	0.567333032355	0.730065645196	0.425972260991	0.794992659910	0.109373675061	
40000	-184.929195	1	0.546446141845	0.863460635821	0.424841415935	0.794481790326	0.115838798345	
41000	-184.999215	1	0.391151247747	0.822328897658	0.425329881321	0.793405359805	0.112464080247	
42000	-185.703094	1	0.592718408551	0.783530938120	0.427728602618	0.793398353132	0.111783737649	
43000	-185.611718	1	0.356590340616	0.762414555218	0.427572137517	0.793805920204	0.115674902053	
44000	-186.252004	1	0.341606400762	0.862013320152	0.428785660755	0.794425237925	0.108475905108	
45000	-184.785059	1	0.406291468105	0.760423621076	0.424592284405	0.793859306109	0.115031250061	
