ABUN	2.78571428571429	4.70833333333333
MAASUPA_AREARE	3.03571428571429	6.91666666666667
AXAMB	4.28571428571429	7.125
CHUKCHEE	3.75	8.16666666666667
ESTONIAN	2.5	6.70833333333333
FINNISH	4.5	5.70833333333333
INGRIAN	4.5	5.45833333333333
LENAKEL_LENAUKAS	3.25	5.54166666666667
KUBA_LEZGI	3.25	6.29166666666667
LIVE	2.5	6.70833333333333
LULE_SAAMI	4.5	6.33333333333333
KUNMING_MANDARIN	0.285714285714286	4.45833333333333
GREEK	6.71428571428571	7.16666666666667
MOKSCHA_MORDWINISCH	5.75	5.875
MOTLAV	3.03571428571429	5.20833333333333
HEZHE	3.53571428571429	5.875
NAGA_NOCTE	2.03571428571429	5.5
TURKISH	4.25	7.58333333333333
PUNJABI_MAJHI	4.32142857142857	7.375
POLISH	4.46428571428571	8.875
SEMELAI	3.28571428571429	5.70833333333333
SOUTH_SAAMI	4.75	4.45833333333333
FRENCH	4.96428571428571	6.95833333333333
ENGLISH	4.28571428571429	6.5
SENOUFO_SUPYIRE	4.14285714285714	5.66666666666667
TAMIL	3.82142857142857	6.45833333333333
TOJOLABAL	3.78571428571429	6.375
KARELIAN	4.5	5.45833333333333
WAYAN_FIJIAN	3.25	7.20833333333333
AGOB_DABU	4	8.08333333333333
GREEK_ANCIENT	7.21428571428571	6.79166666666667
ARAKI	2.53571428571429	4.79166666666667
A_TONG	3.28571428571429	5.75
WIANG_PA_PAO_LUA	0.285714285714286	5.45833333333333
ENU	0.285714285714286	4.25
FAROESE	6.21428571428571	6.75
KAYAN	1.53571428571429	3.91666666666667
KHWE	5.14285714285714	6.375
LATIN	5.17857142857143	6.79166666666667
MANAMBU	3.92857142857143	8.20833333333333
MATUKAR	3	7
MAWNG	3.67857142857143	6.75
HMU	0.535714285714286	4.45833333333333
HARE	2.35714285714286	8.70833333333333
GUNDONG_PA_HNG	0.285714285714286	4.20833333333333
PELA	0.785714285714286	4.45833333333333
SLAVEY	2.35714285714286	8.70833333333333
LHASA_TIBETAN	1.28571428571429	6.5
UDEHE	4	8.20833333333333
MOSINA	1.5	3.75
HUANGLUO_BUNU	0.535714285714286	4.20833333333333
NORTHERN_BAIMA	0.535714285714286	4.91666666666667
BALUAN_PAM	3.53571428571429	5.91666666666667
BOLA	3	7.125
CHIPEWYAN	1	8.08333333333333
CHONG_H	0.285714285714286	4.66666666666667
CHUVASH	4.25	6.75
AOMA	2.75	5.5
ANIWA	5.78571428571428	5.83333333333333
GAYO	1.5	6.375
KAREN_GEBA	2.28571428571429	5.70833333333333
COWICHAN	4.03571428571429	7.25
QIANG_LONGXI	6.53571428571429	6.375
UZBEK	4.25	6.95833333333333
ORIYA	4.82142857142857	7.83333333333333
NINILCHIK_RUSSIAN	6.17857142857143	6.75
SAMOAN	4.53571428571429	5.875
MARPHATAN_THAKALI	3.25	5.25
TOABAITA	2.25	6.5
VATRATA	4.78571428571429	3.75
AKA_BEA	3.75	7.16666666666667
CROW	3.5	9.33333333333333
MALAYALAM	3.82142857142857	6.375
MANGARAYI	7.14285714285714	7.375
MUPUN	3.53571428571429	5.08333333333333
NYAKUR	0.285714285714286	6.125
SAAROA	2.28571428571429	4.83333333333333
SEIMAT	1.85714285714286	5.54166666666667
SHOSHONI	4	8.54166666666667
SINGPHO	2.53571428571429	4.41666666666667
SKOLT_SAAMI	3.75	5.5
UNUA	1.75	5.41666666666667
WARA_PNG	6.28571428571429	6.95833333333333
SUZHOU_WU	1.28571428571429	3.20833333333333
DAFANG	0.285714285714286	4.25
YOGAD	1.25	7.375
JINO	1.28571428571429	6.79166666666667
CZECH	5.17857142857143	7
NYAURA	4.35714285714286	7.83333333333333
KOROMFE	3.85714285714286	4.66666666666667
MANANGE	5.25	4
MAORI	3.25	6.45833333333333
MARU	1.03571428571429	4.25
GEORGIAN	3.25	7.625
KANNADA	3.82142857142857	7.125
NELEMWA	3.42857142857143	6.33333333333333
ONONDAGA	3.57142857142857	9.16666666666667
OTTAWA	3.42857142857143	8.54166666666667
BUDAI_RUKAI	2.82142857142857	7.875
HAIDA	4.78571428571429	7
WOI	1.75	5.125
BUGAN	0.535714285714286	4.875
DIGO	3.39285714285714	8.75
KAYAH_LI_EASTERN	0.285714285714286	5.25
HADZA	3.17857142857143	6.75
GUNBALANG_WARLANG	3.14285714285714	7.45833333333333
MAPUDUNGUN	3.28571428571429	8.29166666666667
MARATHI	4.64285714285714	7.16666666666667
MUNDANG	4.5	6.75
NENETS	5	7.375
SELKUP	4.75	7.95833333333333
LAWA_LA_UP	0.785714285714286	5.25
SAKHA	3.5	7.58333333333333
DEGEMA	2.03571428571429	6.75
IRISH_GAELIC	6.42857142857143	6.29166666666667
MUALANG	1.57142857142857	5.29166666666667
PURIK	5.75	6.75
SHABO	6.71428571428571	8.08333333333333
WALLISIAN_EAST_UVEAN	2.03571428571429	5.875
WAMBULE	5.35714285714286	7.125
WEST_UVEAN	3.53571428571429	5.875
XAMTANGA	6.46428571428571	7.375
XARACUU	3.28571428571429	5.41666666666667
MAYA_YUCATAN	3.03571428571429	8.04166666666667
ABKHAZ	5.10714285714286	7.875
AFAR	3.82142857142857	7.83333333333333
ARAPAHO	2.60714285714286	8.33333333333333
CHAMORRO	2.25	7.58333333333333
ALBANIAN_GHEG	4.67857142857143	6.91666666666667
ITZAJ	4.39285714285714	7.79166666666667
KACHAMA	6.60714285714286	6.95833333333333
KINNAURI	3.75	8
MAE	2	5.70833333333333
BUAN	4.5	7.41666666666667
NON	5.21428571428571	7.70833333333333
