Lenakel	3.25	5.54166666666667
Mwotlap	3.03571428571429	5.20833333333333
ArakiSouthwestSanto	2.53571428571429	4.79166666666667
Matukar	3	7
FutunaWest	5.78571428571428	5.83333333333333
Gayo	1.5	6.375
Samoan	4.53571428571429	5.875
Toambaita	2.25	6.5
Saaroa	2.28571428571429	4.83333333333333
Seimat	1.85714285714286	5.54166666666667
Maori	3.25	6.45833333333333
Nelemwa	3.42857142857143	6.33333333333333
Rukai	2.82142857142857	7.875
UveaEast	3.53571428571429	5.875
Canala	3.28571428571429	5.41666666666667
Chamorro	2.25	7.58333333333333
Saisiat	2.53571428571429	7
SouthEfate	5.53571428571429	5.70833333333333
TahitianModern	4.28571428571429	4.58333333333333
SakaoPortOlry	3	5.70833333333333
KwaraaeSolomonIslands	2.5	6.75
Loniu	3.78571428571429	6.45833333333333
VaeakauTaumako	4.53571428571429	5.625
Merei	5.53571428571429	5.125
Tetum	1.53571428571429	6.125
Lamaholot	2.28571428571429	4.5
AnejomAneityum	5.03571428571429	5.875
Nahavaq	3.25	5.66666666666667
DayakBakatiqSaraRiok	3.53571428571429	6.54166666666667
TausugJolo_D	2.78571428571429	7.08333333333333
LungaLungaMinigir	2.25	6.5
Yakan	4	5.875
Paulohi	3.60714285714286	6.41666666666667
Pangasinan	2.25	4.875
